Stored procedure,Authentication,Input Parameters,Data Type,"OptionalOrMandatory
",Output Parameters,Data Type,Alias,Data Type,Description
[controlling].[usp_SEL_doc_groups_by_f_list],,,,,@transaction_status,nvarchar(50),Document Group ID,bigint,Restricted to only those document groups the user has permission for.
[controlling].[usp_SEL_doc_groups_by_f_list],,,,,,,Document Group Name,nvarchar(50),
[controlling].[usp_SEL_doc_groups_by_p_list],Controller,@peoplelistid,bigint,Mandatory,@message,nvarchar(1000),People List ID,bigint,Lists all the document groups which a given people list has edit permission.
[controlling].[usp_SEL_doc_groups_by_p_list],,,,,@transaction_status,nvarchar(50),Document Group ID,bigint,Only lists document groups for which the user has view permission.
[controlling].[usp_SEL_doc_groups_by_p_list],,,,,,,Document Group Name,nvarchar(50),
[controlling].[usp_SEL_docs_by_contr_doc_grp],Controller,@contr_doc_ed_grp_name_id,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Selects document metadata for a given controller level document group.
[controlling].[usp_SEL_docs_by_contr_doc_grp],,@formid,bigint,Optional,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,Optional,@numrows,bigint,Field Type,nvarchar(50),
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,@numdocs,bigint,Name ID,bigint,
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,,,Name,nvarchar(50),
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,,,Mnemonic,nvarchar(10),
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,,,Attribute ID,bigint,
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,,,Value,nvarchar(max),
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,,,Units,nvarchar(50),
[controlling].[usp_SEL_docs_by_contr_doc_grp],,,,,,,Position,nvarchar(50),
[controlling].[usp_SEL_f_list_by_doc_group],Controller,@docgroupid,bigint,Mandatory,@message,nvarchar(1000),Doc Group ID,bigint,Lists all function lists by document group id. 
[controlling].[usp_SEL_f_list_by_doc_group],,,,,@transaction_status,nvarchar(50),Function List ID,nvarchar(50),Restricted to only those document groups the user has permission for.
[controlling].[usp_SEL_f_list_by_doc_group],,,,,,,Name,bigint,
[controlling].[usp_SEL_f_list_by_doc_group],,,,,,,Notes,nvarchar(max),
[controlling].[usp_SEL_fgepfl_by_file_group],Controller,@filegroupid,bigint,Mandatory,@message,nvarchar(1000),File Group ID,bigint,Selects the user function lists which are linked to a file group for file edit permission.
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,@transaction_status,nvarchar(50),Function List ID,bigint,
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,,,Mnemonic,nvarchar(10),
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,,,Name,nvarchar(50),
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,,,Description,nvarchar(max),
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,,,Record Notes,nvarchar(max),
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,,,Created,nvarchar(30),
[controlling].[usp_SEL_fgepfl_by_file_group],,,,,,,Granted By,nvarchar(128),
[controlling].[usp_SEL_fgeppl_by_file_group],Controller,@filegroupid,bigint,Mandatory,@message,nvarchar(1000),File Group ID,bigint,Selects people lists from records of file group to people list edit permission for a given file group.
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,@transaction_status,nvarchar(50),People List ID,bigint,
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,,,Mnemonic,nvarchar(10),
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,,,People List Name,nvarchar(50),
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,,,Description,nvarchar(max),
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,,,Record Notes,nvarchar(max),
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,,,Created,nvarchar(30),
[controlling].[usp_SEL_fgeppl_by_file_group],,,,,,,Granted By,nvarchar(128),
[controlling].[usp_SEL_file_groups_by_fgepfl],Controller,@functionlistid,bigint,Mandatory,@message,nvarchar(1000),Function List ID,bigint,Selects the file groups for which a given function list have edit permission.
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,@transaction_status,nvarchar(50),File Group ID,bigint,
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,,,Mnemonic,nvarchar(10),
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,,,File Group Name,nvarchar(50),
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,,,Description,nvarchar(max),
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,,,Record Notes,nvarchar(max),
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,,,Created,nvarchar(30),
[controlling].[usp_SEL_file_groups_by_fgepfl],,,,,,,Granted By,nvarchar(128),
[controlling].[usp_SEL_file_groups_by_fgeppl],Controller,@peoplelistid,bigint,Mandatory,@message,nvarchar(1000),People List ID,bigint,Selects file groups from records of file group to people list edit permission for a given people list.
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,@transaction_status,nvarchar(50),File Group ID,bigint,
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,,,Mnemonic,nvarchar(10),
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,,,Name,nvarchar(50),
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,,,Description,nvarchar(max),
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,,,Record Notes,nvarchar(max),
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,,,Created,nvarchar(30),
[controlling].[usp_SEL_file_groups_by_fgeppl],,,,,,,Granted By,nvarchar(128),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,People List ID,bigint,Selects all records which link file gruops with people lists.
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,People List Mnemonic,nvarchar(10),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,People List Name,nvarchar(50),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,People List Description,nvarchar(50),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,File Group ID,bigint,
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,File Group Mnemonic,nvarchar(10),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,File Group Name,nvarchar(50),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,File Group Description,nvarchar(max),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,Record Notes,nvarchar(max),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,Created,nvarchar(30),
[controlling].[usp_SEL_file_grp_ed_prm_p_lsts],,,,,,,Granted By,nvarchar(128),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],Controller,,,,@message,nvarchar(1000),Function List ID,bigint,Selects all records of file group to user function list via file group edit permission.
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,@transaction_status,nvarchar(50),Function List Mnemonic,nvarchar(10),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,Function List Name,nvarchar(50),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,Function List Description,nvarchar(50),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,File Group ID,bigint,
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,File Group Mnemonic,nvarchar(10),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,File Group Name,nvarchar(50),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,File Group Description,nvarchar(max),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,Record Notes,nvarchar(max),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,Created,nvarchar(30),
[controlling].[usp_SEL_file_grp_ed_prm_f_lsts],,,,,,,Granted By,nvarchar(128),
[controlling].[usp_SEL_files_by_contr_file_grp] ,Controller,@contr_file_ed_grp_name_id,bigint,Mandatory,@message,nvarchar(1000),Record,bigint,Returns metadata for files for a given controller level file group.
[controlling].[usp_SEL_files_by_contr_file_grp] ,,@formid,bigint,Mandatory,@transaction_status,nvarchar(50),File ID,nvarchar(50),No filter group is applied. 
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,@numrows,bigint,Field Type,nvarchar(50),
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,@numfiles,bigint,Name ID,bigint,
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,,,Name,nvarchar(50),
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,,,Mnemonic,nvarchar(10),
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,,,Attribute ID,bigint,
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,,,Value,nvarchar(max),
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,,,Units,nvarchar(50),
[controlling].[usp_SEL_files_by_contr_file_grp] ,,,,,,,Position,nvarchar(50),
[controlling].[usp_SEL_p_list_by_doc_group],Controller,@docgroupid,bigint,Mandatory,@message,nvarchar(1000),Doc Group ID,bigint,Lists all of the people lists with edit permission for a given document group.
[controlling].[usp_SEL_p_list_by_doc_group],,,,,@transaction_status,nvarchar(50),People List Name,nvarchar(50),Restricted to only those document groups the user has permission for.
[controlling].[usp_SEL_p_list_by_doc_group],,,,,,,People List ID,bigint,
[controlling].[usp_SEL_p_list_by_doc_group],,,,,,,Notes,nvarchar(max),
[controlling].[usp_UPD_common_obj_list_item],Controller,@commonobjlistid,bigint,Mandatory,@message,nvarchar(1000),,,Updates the list position and filter group of a common object list item record.
[controlling].[usp_UPD_common_obj_list_item],,@commonobjectid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_common_obj_list_item],,@listposition,smallint,Optional,,,,,
[controlling].[usp_DEL_common_obj_list_item],Controller,@commonobjlistid,bigint,Mandatory,@message,nvarchar(1000),,,Deletes a common object list item
[controlling].[usp_DEL_common_obj_list_item],,@commonobjectid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_common_object],Controller,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a common object record.
[controlling].[usp_UPD_common_object],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_common_object],,@ojbectname,nvarchar(50),Mandatory,,,,,
[controlling].[usp_UPD_common_object],,@description,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_common_object],,@commonobjattrid,bigint,Optional,,,,,
[controlling].[usp_UPD_contr_doc_group_link],Controller,@documentid,nvarchar(50),Mandatory,@message,nvarchar(1000),,,Updates a document to controller level document group link.
[controlling].[usp_UPD_contr_doc_group_link],,@recordid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_contr_doc_group_link],,@inputnotes,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_dc_gp_ed_prm_fct_notes],Controller,@docgroupid,bigint,Mandatory,@message,nvarchar(1000),,,Updates the notes column of a document group edit permission function list.
[controlling].[usp_UPD_dc_gp_ed_prm_fct_notes],,@functionlistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_dc_gp_ed_prm_fct_notes],,@inputnotes,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_doc_group_name_rstr],Controller,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a document group name.  Only if the connected user has rights to the document group.
[controlling].[usp_UPD_doc_group_name_rstr],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_doc_group_name_rstr],,@attribute_name,nvarchar(50),Mandatory,,,,,
[controlling].[usp_UPD_doc_group_name_rstr],,@description,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_doc_group_name_rstr],Controller,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a document group name.  Only if the connected user has rights to the document group.
[controlling].[usp_UPD_doc_group_name_rstr],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_doc_group_name_rstr],,@attribute_name,nvarchar(50),Mandatory,,,,,
[controlling].[usp_UPD_doc_group_name_rstr],,@description,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_duty_function],Controller,@recordid ,bigint,Mandatory,@message,nvarchar(1000),,,Updates a duty function name record.
[controlling].[usp_UPD_duty_function],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_duty_function],,@function_name,nvarchar(50),Mandatory,,,,,
[controlling].[usp_UPD_duty_function],,@description,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_duty_function_sid_link],Controller,@functionid,bigint,Mandatory,@message,nvarchar(1000),,,Updates the notes column of a duty function to sid record link record.
[controlling].[usp_UPD_duty_function_sid_link],,@sidrecordid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_duty_function_sid_link],,@notes,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_file_group_name],Controller,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a file group record.
[controlling].[usp_UPD_file_group_name],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_file_group_name],,@attribute_name,nvarchar(50),Mandatory,,,,,
[controlling].[usp_UPD_file_group_name],,@description,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_fl_gp_ed_prm_fct_notes],Controller,@filegroupid,bigint,Mandatory,@message,nvarchar(1000),,,Updates the notes column of a file group function list edit permission record.
[controlling].[usp_UPD_fl_gp_ed_prm_fct_notes],,@functionlistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_fl_gp_ed_prm_fct_notes],,@inputnotes,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_fl_gp_ed_prm_ppl_notes],Controller,@filegroupid,bigint,Mandatory,@message,nvarchar(1000),,,Updates the notes column of a file group people list edit permission record.
[controlling].[usp_UPD_fl_gp_ed_prm_ppl_notes],,@peoplelistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_fl_gp_ed_prm_ppl_notes],,@inputnotes,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_dc_gp_ed_prm_ppl_notes],Controller,@docgroupid,bigint,Mandatory,@message,nvarchar(1000),,,Updates notes for a specific document group and people list ID.
[controlling].[usp_UPD_dc_gp_ed_prm_ppl_notes],,@peoplelistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_dc_gp_ed_prm_ppl_notes],,@inputnotes,nvarchar(max),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_def],Controller;Configurator,@formid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a form document common object multi-select default. 
[controlling].[usp_UPD_fm_dc_c_ob_ms_def],,@commonobjlistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_def],,@commonobjectid,bigint,Mandatory,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_def],,@newcommonobjectid,bigint,Mandatory,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],Controller;Configurator,@formid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a form to document common object multi-select link.
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@commonobjlistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@ismandatory,nchar(3),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@fieldlength,smallint,Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@formposition,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@attribute1,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@attribute2,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_ms_lnk],,@attribute3,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],Controller;Configurator,@formid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a form to doc common object radio button link.
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@commonobjlistid,bigint,Mandatory,@transaction_status,nvarchar(50),,,All values must be re-sent.
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@ismandatory,nchar(3),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@fieldlength,smallint,Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@formposition,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@attribute1,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@attribute2,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@attribute3,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_dc_c_ob_rb_lnk],,@defcommonobjid,bigint,Optional,,,,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],Controller;Configurator,@formid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a form to general field name for document function lists link.
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@genfield_nameid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@ismandatory,nchar(3),Optional,,,,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@fieldlength,smallint,Optional,,,,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@formposition,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@attribute1,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@attribute2,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_fm_doc_funct_lst_links],,@attribute3,nvarchar(50),Optional,,,,,
[controlling].[usp_UPD_frm_doc_user_lnks],Controller;Configurator,@formid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a form to general field name for user ID document link.
[controlling].[usp_UPD_frm_doc_user_lnks],,@genfield_nameid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[controlling].[usp_UPD_frm_doc_user_lnks],,@ismandatory,nchar(3),Optional,,,,,
