CommandId,Label,Roles,ActionType,Reference,Shortcut,Description,Icon,Actions,Objects,Fields,Weight
rid-del-file-int-field-name-form,Delete File Integer Field,Configurator,FORM,rid-del-file-int-field-name-form,,Delete a file integer field name.,,Delete,Files,FileIntegerField,
rid-del-file-int-value-form,Delete File To Integer Field Link,Controller;Editor,FORM,rid-del-file-int-value-form,,Delete a file to integer field link.,,Delete,Files,FileIntegerField,
rid-del-file-ms-attr-fg-link-form,Delete File Multi-Select To Filter Group Link,Configurator,FORM,rid-del-file-ms-attr-fg-link-form,,Delete a file multi-select attribute ID to filter group ID link.,,Delete,Files,FileMultiSelectList;FilterGroups,
rid-del-file-ms-attribute-form,Delete File Multi-Select Attribute,Configurator,FORM,rid-del-file-ms-attribute-form,,Delete a file multi-select attribute.,,Delete,Files,FileMultiSelectList,
rid-del-file-ms-list-form,Delete File Multi-Select List,Configurator,FORM,rid-del-file-ms-list-form,,Delete a file multi-select list name record.,,Delete,Files,FileMultiSelectList,
rid-del-file-multi-select-link-form,Delete File To Multi-Select Attribute Link,Controller;Editor,FORM,rid-del-file-multi-select-link-form,,Delete a file to multi-select attribute link.,,Delete,Files,FileMultiSelectList,
rid-del-file-people-list-link-form,Delete File To People List Link,Controller;Editor,FORM,rid-del-file-people-list-link-form,,Delete a file to people list record.,,Delete,Files,PeopleList,
rid-del-file-radiob-attr-form,Delete File Radio Button Attribute,Configurator,FORM,rid-del-file-radiob-attr-form,,Delete a file radio button attribute,,Delete,Files,FileRadioButtonList;FileRadioButtonAttribute,
rid-del-file-radiob-link-form,Delete File To File Radio Button Link,Controller;Editor,FORM,rid-del-file-radiob-link-form,,Delete a link between a file and a file radio button list and attribute.,,Delete,Files,FileRadioButtonList;FileRadioButtonAttribute,
rid-del-file-radiob-list-form,Delete File Radio Button List,Configurator,FORM,rid-del-file-radiob-list-form,,Delete a file radio button list.,,Delete,Files,FileRadioButtonList;FileRadioButtonAttribute,
rid-del-file-rb-attr-fg-link-form,Delete File Radio Button Attribute To Filter Group Link,Configurator,FORM,rid-del-file-rb-attr-fg-link-form,,Delete a file radio button attribute ID to filter group ID link.,,Delete,Files,FileRadioButtonList;FilterGroups;FileRadioButtonAttribute,
rid-del-file-real-field-name-form,Delete File Real Number Field,Configurator,FORM,rid-del-file-real-field-name-form,,Delete a file real number field name.,,Delete,Files,FileRealNumberField,
rid-del-file-real-value-form,Delete File Real Number Value,Controller;Editor,FORM,rid-del-file-real-value-form,,Delete a file real number value.,,Delete,Files,FileRealNumberField,
rid-del-file-text-field-name-form,Delete File Text Field,Configurator,FORM,rid-del-file-text-field-name-form,,Delete a file text field name.,,Delete,Files,FileFreeTextField,
rid-del-file-text-value-form,Delete File To Text Field Link,Controller;Editor,FORM,rid-del-file-text-value-form,,Delete a file to text field link.,,Delete,Files,FileFreeTextField,
rid-del-file-to-com-obj-rb-link-form,Delete File To Common Object Link via Radio Button List,Controller;Editor,FORM,rid-del-file-to-com-obj-rb-link-form,,Delete a file to common object link via a radio button list.,,Delete,Files,CommonObjectListName,
rid-del-file-to-function-link-form,Delete File To Duty Function Link,Controller;Editor,FORM,rid-del-file-to-function-link-form,,Delete a file to duty function record.,,Delete,Files,DutyFunctionField,
rid-del-file-to-obj-ms-link-form,Delete File To Common Object Link via Multi-Select List,Controller;Editor,FORM,rid-del-file-to-cm-obj-ms-link-form,,Delete a file to common object link via a multi-select list.,,Delete,Files,CommonObjectListName,
rid-del-file-user-link-form,Delete File To User Link,Editor;Controller,FORM,rid-del-file-user-link-form,,Delete a file to general field name for user list record.,,Delete,Files;Users,GeneralFieldName;Forms,
rid-del-filter-group-form,Delete Filter Group,Configurator,FORM,rid-del-filter-group-form,,Delete a filter group.,,Delete,,FilterGroups,
rid-del-fm-dc-c-ob-ms-def-form,Delete Form Document Common Object Default,Configurator,FORM,rid-del-fm-dc-c-ob-ms-def-form,,Delete a default record for a form document common object.,,Delete,Documents;Forms,Forms;CommonObjectListName,
rid-del-fm-dc-c-ob-ms-lnk-form,Delete Form To Document Common Object Multi-Select Field Link,Configurator;Controller,FORM,rid-del-fm-dc-c-ob-ms-lnk-form,,Delete a form to document common object multi-select link.,,Delete,Documents;Forms,Forms;DocMultiSelectList,
rid-del-fm-dc-c-ob-rb-lnk-form,Delete Form To Document Common Object Radio Button Field Link,Configurator;Controller,FORM,rid-del-fm-dc-c-ob-rb-lnk-form,,Delete a form to document common object radio button link.,,Delete,Documents;Forms,Forms;CommonObjectListName,
rid-del-fm-doc-crtd-by-id-link-form,Delete Form To Document Created-By-ID Field Link,Configurator;Controller,FORM,rid-del-fm-doc-crtd-by-id-link-form,,Delete a form to document created-by-id field link.,,Delete,Documents;Forms,Forms;Created By ID,
rid-del-fm-doc-crtd-by-nm-link-form,Delete Form To Document Created-By-Name Field Link,Configurator;Controller,FORM,rid-del-fm-doc-crtd-by-nm-link-form,,Delete a form to document created-by-name field link.,,Delete,Documents;Forms,Forms;Created By,
rid-del-fm-doc-funct-lst-links-form,Delete Form To Document Duty Function Link,Configurator;Controller,FORM,rid-del-fm-doc-funct-lst-links-form,,Delete a form to document duty function link.,,Delete,Documents;Forms,Forms;DutyFunctionField,
rid-del-fm-fl-c-ob-ms-lnk-form,Delete Form To File Common Object Multi-Select Link,Configurator;Controller,FORM,rid-del-fm-fl-c-ob-ms-lnk-form,,Delete a form to file common object multi-select link.,,Delete,Files;Forms,Forms;CommonObjectListName,
rid-del-fm-fl-c-ob-rb-lnk-form,Delete Form To File Common Object Radio Button Link,Configurator;Controller,FORM,rid-del-fm-fl-c-ob-rb-lnk-form,,Delete a form to file common object radio button link.,,Delete,Files;Forms,Forms;CommonObjectListName,
rid-del-fm-fl-com-obj-ms-def-form,Delete Form File Multi-Select Common Object Default,Configurator,FORM,rid-del-fm-fl-com-obj-ms-def-form,,Delete a default record for a form file multi-select common object.,,Delete,Files,FileMultiSelectList,
rid-del-fm-fl-crtd-by-id-link-form,Delete Form To File Created-By-ID Field Link,Configurator;Controller,FORM,rid-del-fm-fl-crtd-by-id-link-form,,Delete a form to file created-by-id field link.,,Delete,Files;Forms,Forms;Created By ID,
rid-del-fm-fl-crtd-by-nm-link-form,Delete Form To File Created-By-Name Field Link,Configurator;Controller,FORM,rid-del-fm-fl-crtd-by-nm-link-form,,Delete a form to file created-by-name field link.,,Delete,Files;Forms,Forms;Created By,
rid-del-fm-fl-funct-lst-links-form,Delete Form To File Function List Field Link,Configurator;Controller,FORM,rid-del-fm-fl-funct-lst-links-form,,Delete a form to file function list link.,,Delete,Files;Forms,Forms;DutyFunctionList,
rid-del-form-doc-created-link-form,Delete Form To Document Created Date Field Link,Configurator;Controller,FORM,rid-del-form-doc-created-link-form,,Delete a link between a form and the document created date field.,,Delete,Documents;Forms,Forms;Created,
rid-del-form-doc-date-link-form,Delete Form To Document Date Name Field Link,Configurator;Controller,FORM,rid-del-form-doc-date-link-form,,Delete a form to document date name field link.,,Delete,Documents;Forms,Forms;DocDateField,
rid-del-form-doc-int-link-form,Delete Form To Document Integer Field Link,Configurator;Controller,FORM,rid-del-form-doc-int-link-form,,Delete a form to document integer field link.,,Delete,Documents;Forms,Forms;DocIntegerField,
rid-del-form-doc-lock-link-form,Delete Form To Document Lock Status Field Link,Configurator;Controller,FORM,rid-del-form-doc-lock-link-form,,Delete a form to document lock status field link.,,Delete,Documents;Forms,Forms;Lock Status,
rid-del-form-doc-ms-link-form,Delete Form To Document Multi-Select Field Link,Configurator;Controller,FORM,rid-del-form-doc-ms-link-form,,Delete a form to document multi-select field link.,,Delete,Documents;Forms,Forms;DocMultiSelectList,
rid-del-form-doc-multi-sel-def-form,Delete Form To Document Multi-Select Object Default,Configurator,FORM,rid-del-form-doc-multi-sel-def-form,,Delete a default record for a form document multi-select object.,,Delete,Documents;Forms,Forms;DocMultiSelectList,
rid-del-form-doc-radiob-link-form,Delete Form To Doc Radio Button List Field Link,Configurator;Controller,FORM,rid-del-form-doc-radiob-link-form,,Delete a link between a form and a doc radio button list.,,Delete,Documents;Forms,Forms;DocRadioButtonList;DocRadioButtonAttribute,
rid-del-form-doc-real-link-form,Delete Form To Document Real Number Field Link,Configurator;Controller,FORM,rid-del-form-doc-real-link-form,,Delete a form to document real number field link.,,Delete,Documents;Forms,Forms;DocRealNumberField,
rid-del-form-doc-tr-grp-link-form,Delete Form To Document Transaction Group Field Link,Configurator;Controller,FORM,rid-del-form-doc-tr-grp-link-form,,Delete a form to document transaction group field link.,,Delete,Documents;Forms,Forms;Transaction Groups,
rid-del-form-file-created-link-form,Delete Form To File-Created Date Field,Configurator;Controller,FORM,rid-del-form-file-created-link-form,,Delete a link between a form and the file created date field.,,Delete,Files;Forms,Forms;Created,
rid-del-form-file-date-link-form,Delete Form To File Date Field Link,Configurator;Controller,FORM,rid-del-form-file-date-link-form,,Delete a form to file date field link.,,Delete,Files;Forms,Forms;FileDateField,
rid-del-form-file-hash-link-form,Delete Form To File Content Hash Field Link,Configurator;Controller,FORM,rid-del-form-file-hash-link-form,,Delete a form to file content hash link.,,Delete,Files;Forms,Forms;Content Hash,
rid-del-form-file-int-link-form,Delete Form To File Integer Field Link,Configurator;Controller,FORM,rid-del-form-file-int-link-form,,Delete a form to file integer field link.,,Delete,Files;Forms,Forms;FileIntegerField,
rid-del-form-file-ms-link-form,Delete Form To File Multi-Select List Link,Configurator;Controller,FORM,rid-del-form-file-ms-link-form,,Delete a form to file multi select list link.,,Delete,Files;Forms,Forms;FileMultiSelectList,
rid-del-form-file-name-link-form,Delete Form To Filename Field Link,Configurator;Controller,FORM,rid-del-form-file-name-link-form,,Delete a form to file filename field link.,,Delete,Files;Forms,Forms;Filename,
rid-del-form-file-plist-links-form,Delete Form To File People List Link,Configurator;Controller,FORM,rid-del-form-file-plist-links-form,,Delete a form to file people list link.,,Delete,Files;Forms,Forms;PeopleList,
rid-del-form-file-radiob-link-form,Delete Form To File Radio Button List Field Link,Configurator;Controller,FORM,rid-del-form-file-radiob-link-form,,Delete a form to file radio button list link.,,Delete,Files;Forms,Forms;FileRadioButtonList;FileRadioButtonAttribute,
rid-del-form-file-real-link-form,Delete Form To File Real Number Field Link,Configurator;Controller,FORM,rid-del-form-file-real-link-form,,Delete a form to file real number link.,,Delete,Files;Forms,Forms;FileRealNumberField,
rid-del-form-file-size-link-form,Delete Form To File Size Field Link,Configurator;Controller,FORM,rid-del-form-file-size-link-form,,Delete a form to file size field link.,,Delete,Files;Forms,Forms;File Size,
rid-del-form-file-tr-grp-link-form,Delete Form To File Transaction Group Field Link,Configurator;Controller,FORM,rid-del-form-file-tr-grp-link-form,,Delete a form to file transaction group field link.,,Delete,Files;Forms,Forms;Transaction Groups,
rid-del-form-group-name-form,Delete Form Group,Configurator,FORM,rid-del-form-group-name-form,,Delete a form group record.,,Delete,,FormGroups,
rid-del-form-group-owner-form,Delete Form Group Owner,Authorizer,FORM,rid-del-form-group-owner-form,,Delete a form group owner record.,,Delete,Forms,FormGroups,
rid-del-frm-doc-free-txt-link-form,Delete Form To Document Free Text Field Link,Configurator;Controller,FORM,rid-del-frm-doc-free-txt-link-form,,Delete a form to document free text name field link.,,Delete,Documents;Forms,Forms;DocFreeTextField,
